regime,tokenReduction,failureReduction,fixedEnergyShare,physicalSavingsFraction,gateEnergyRatio,falseReject,demandMultiplier,completion,waterSavedPerCompletionPct,energySavedPerCompletionPct,totalWaterChangePct,totalEnergyChangePct,waterDemandBreakEven
illustrative wet,0,0.8,0.4,0.5,0.1,0.1,1,0.997484544,-0.6510071799167516,-0.6510071799167738,1.2074838709677405,1.2074838709677405,0.9880692234923338
illustrative wet,0,0.8,0.4,0.5,0.1,0.1,1.5,0.997484544,-0.6510071799167516,-0.6510071799167738,51.81122580645161,51.81122580645161,0.9880692234923338
illustrative wet,0,0.8,0.4,0.5,0.1,0.1,2,0.997484544,-0.6510071799167516,-0.6510071799167738,102.41496774193548,102.41496774193548,0.9880692234923338
illustrative wet,0,0.8,0.4,0.5,0.1,0.1,3,0.997484544,-0.6510071799167516,-0.6510071799167738,203.62245161290323,203.62245161290323,0.9880692234923338
illustrative dry,0,0.8,0.4,0.5,0.1,0.1,1,0.997484544,-0.6510071799167738,-0.6510071799167738,1.2074838709677405,1.2074838709677405,0.9880692234923338
illustrative dry,0,0.8,0.4,0.5,0.1,0.1,1.5,0.997484544,-0.6510071799167738,-0.6510071799167738,51.81122580645161,51.81122580645161,0.9880692234923338
illustrative dry,0,0.8,0.4,0.5,0.1,0.1,2,0.997484544,-0.6510071799167738,-0.6510071799167738,102.41496774193548,102.41496774193548,0.9880692234923338
illustrative dry,0,0.8,0.4,0.5,0.1,0.1,3,0.997484544,-0.6510071799167738,-0.6510071799167738,203.62245161290323,203.62245161290323,0.9880692234923338
different verifier site,0,0.8,0.4,0.5,0.1,0.1,1,0.997484544,-282.3970389259486,0.6717441428345516,284.51122580645176,-0.12258064516128542,0.2600704304283074
different verifier site,0,0.8,0.4,0.5,0.1,0.1,1.5,0.997484544,-282.3970389259486,0.6717441428345516,476.76683870967753,49.816129032258075,0.2600704304283074
different verifier site,0,0.8,0.4,0.5,0.1,0.1,2,0.997484544,-282.3970389259486,0.6717441428345516,669.0224516129035,99.75483870967743,0.2600704304283074
different verifier site,0,0.8,0.4,0.5,0.1,0.1,3,0.997484544,-282.3970389259486,0.6717441428345516,1053.5336774193552,199.63225806451615,0.2600704304283074
illustrative wet,0,0.8,0.4,0.5,0.25,0,1,0.999936,-12.103174603174605,-12.103174603174605,13.00000000000001,13.00000000000001,0.8849557522123893
illustrative wet,0,0.8,0.4,0.5,0.25,0,1.5,0.999936,-12.103174603174605,-12.103174603174605,69.50000000000003,69.49999999999999,0.8849557522123893
illustrative wet,0,0.8,0.4,0.5,0.25,0,2,0.999936,-12.103174603174605,-12.103174603174605,126.00000000000003,126.00000000000003,0.8849557522123893
illustrative wet,0,0.8,0.4,0.5,0.25,0,3,0.999936,-12.103174603174605,-12.103174603174605,239.00000000000006,238.99999999999997,0.8849557522123893
illustrative dry,0,0.8,0.4,0.5,0.25,0,1,0.999936,-12.103174603174626,-12.103174603174626,12.99999999999999,12.99999999999999,0.8849557522123893
illustrative dry,0,0.8,0.4,0.5,0.25,0,1.5,0.999936,-12.103174603174626,-12.103174603174626,69.5,69.5,0.8849557522123893
illustrative dry,0,0.8,0.4,0.5,0.25,0,2,0.999936,-12.103174603174626,-12.103174603174626,125.99999999999997,125.99999999999997,0.8849557522123893
illustrative dry,0,0.8,0.4,0.5,0.25,0,3,0.999936,-12.103174603174626,-12.103174603174626,239,239,0.8849557522123893
different verifier site,0,0.8,0.4,0.5,0.25,0,1,0.999936,-646.0317460317461,-9.126984126984116,652.0000000000001,9.999999999999986,0.1329787234042553
different verifier site,0,0.8,0.4,0.5,0.25,0,1.5,0.999936,-646.0317460317461,-9.126984126984116,1028.0000000000002,64.99999999999997,0.1329787234042553
different verifier site,0,0.8,0.4,0.5,0.25,0,2,0.999936,-646.0317460317461,-9.126984126984116,1404.0000000000002,119.99999999999997,0.1329787234042553
different verifier site,0,0.8,0.4,0.5,0.25,0,3,0.999936,-646.0317460317461,-9.126984126984116,2156.0000000000005,229.99999999999994,0.1329787234042553
illustrative wet,0,0.8,0.4,0.5,0.25,0.01,1,0.999877976064,-12.316490836289539,-12.316490836289562,13.208453161290334,13.208453161290334,0.8833262641397284
illustrative wet,0,0.8,0.4,0.5,0.25,0.01,1.5,0.999877976064,-12.316490836289539,-12.316490836289562,69.8126797419355,69.8126797419355,0.8833262641397284
illustrative wet,0,0.8,0.4,0.5,0.25,0.01,2,0.999877976064,-12.316490836289539,-12.316490836289562,126.41690632258067,126.41690632258067,0.8833262641397284
illustrative wet,0,0.8,0.4,0.5,0.25,0.01,3,0.999877976064,-12.316490836289539,-12.316490836289562,239.625359483871,239.625359483871,0.8833262641397284
illustrative dry,0,0.8,0.4,0.5,0.25,0.01,1,0.999877976064,-12.316490836289562,-12.316490836289562,13.208453161290311,13.208453161290311,0.8833262641397283
illustrative dry,0,0.8,0.4,0.5,0.25,0.01,1.5,0.999877976064,-12.316490836289562,-12.316490836289562,69.81267974193548,69.81267974193548,0.8833262641397283
illustrative dry,0,0.8,0.4,0.5,0.25,0.01,2,0.999877976064,-12.316490836289562,-12.316490836289562,126.41690632258063,126.41690632258063,0.8833262641397283
illustrative dry,0,0.8,0.4,0.5,0.25,0.01,3,0.999877976064,-12.316490836289562,-12.316490836289562,239.62535948387097,239.62535948387097,0.8833262641397283
different verifier site,0,0.8,0.4,0.5,0.25,0.01,1,0.999877976064,-652.6483811681798,-9.310237830036549,658.6255444055299,10.178325972350223,0.1318173382605531
different verifier site,0,0.8,0.4,0.5,0.25,0.01,1.5,0.999877976064,-652.6483811681798,-9.310237830036549,1037.9383166082948,65.26748895852536,0.1318173382605531
different verifier site,0,0.8,0.4,0.5,0.25,0.01,2,0.999877976064,-652.6483811681798,-9.310237830036549,1417.2510888110598,120.35665194470045,0.1318173382605531
different verifier site,0,0.8,0.4,0.5,0.25,0.01,3,0.999877976064,-652.6483811681798,-9.310237830036549,2175.8766332165897,230.53497791705072,0.1318173382605531
illustrative wet,0,0.8,0.4,0.5,0.25,0.1,1,0.997484544,-14.539896068805657,-14.539896068805657,15.173161290322579,15.173161290322579,0.8682578378475272
illustrative wet,0,0.8,0.4,0.5,0.25,0.1,1.5,0.997484544,-14.539896068805657,-14.539896068805657,72.75974193548387,72.75974193548387,0.8682578378475272
illustrative wet,0,0.8,0.4,0.5,0.25,0.1,2,0.997484544,-14.539896068805657,-14.539896068805657,130.34632258064516,130.34632258064516,0.8682578378475272
illustrative wet,0,0.8,0.4,0.5,0.25,0.1,3,0.997484544,-14.539896068805657,-14.539896068805657,245.51948387096775,245.51948387096775,0.8682578378475272
illustrative dry,0,0.8,0.4,0.5,0.25,0.1,1,0.997484544,-14.53989606880568,-14.53989606880568,15.1731612903226,15.1731612903226,0.8682578378475271
illustrative dry,0,0.8,0.4,0.5,0.25,0.1,1.5,0.997484544,-14.53989606880568,-14.53989606880568,72.75974193548387,72.75974193548387,0.8682578378475271
illustrative dry,0,0.8,0.4,0.5,0.25,0.1,2,0.997484544,-14.53989606880568,-14.53989606880568,130.3463225806452,130.3463225806452,0.8682578378475271
illustrative dry,0,0.8,0.4,0.5,0.25,0.1,3,0.997484544,-14.53989606880568,-14.53989606880568,245.51948387096775,245.51948387096775,0.8682578378475271
different verifier site,0,0.8,0.4,0.5,0.25,0.1,1,0.997484544,-718.9049754338852,-11.233017761927355,723.4325161290324,11.847999999999992,0.12144286027238926
different verifier site,0,0.8,0.4,0.5,0.25,0.1,1.5,0.997484544,-718.9049754338852,-11.233017761927355,1135.1487741935484,67.772,0.12144286027238926
different verifier site,0,0.8,0.4,0.5,0.25,0.1,2,0.997484544,-718.9049754338852,-11.233017761927355,1546.8650322580647,123.69599999999998,0.12144286027238926
different verifier site,0,0.8,0.4,0.5,0.25,0.1,3,0.997484544,-718.9049754338852,-11.233017761927355,2370.297548387097,235.544,0.12144286027238926
illustrative wet,0,0.8,0.4,1,0,0,1,0.999936,16.666666666666664,16.666666666666664,-15.999999999999993,-15.999999999999993,1.1904761904761905
illustrative wet,0,0.8,0.4,1,0,0,1.5,0.999936,16.666666666666664,16.666666666666664,26.00000000000002,26,1.1904761904761905
illustrative wet,0,0.8,0.4,1,0,0,2,0.999936,16.666666666666664,16.666666666666664,68.00000000000001,68.00000000000001,1.1904761904761905
illustrative wet,0,0.8,0.4,1,0,0,3,0.999936,16.666666666666664,16.666666666666664,152.00000000000006,152,1.1904761904761905
illustrative dry,0,0.8,0.4,1,0,0,1,0.999936,16.66666666666665,16.66666666666665,-15.99999999999998,-15.99999999999998,1.1904761904761902
illustrative dry,0,0.8,0.4,1,0,0,1.5,0.999936,16.66666666666665,16.66666666666665,26,26,1.1904761904761902
illustrative dry,0,0.8,0.4,1,0,0,2,0.999936,16.66666666666665,16.66666666666665,68.00000000000004,68.00000000000004,1.1904761904761902
illustrative dry,0,0.8,0.4,1,0,0,3,0.999936,16.66666666666665,16.66666666666665,152,152,1.1904761904761902
different verifier site,0,0.8,0.4,1,0,0,1,0.999936,16.666666666666664,16.66666666666665,-15.999999999999993,-15.99999999999998,1.1904761904761902
different verifier site,0,0.8,0.4,1,0,0,1.5,0.999936,16.666666666666664,16.66666666666665,26.00000000000002,26,1.1904761904761902
different verifier site,0,0.8,0.4,1,0,0,2,0.999936,16.666666666666664,16.66666666666665,68.00000000000001,68.00000000000004,1.1904761904761902
different verifier site,0,0.8,0.4,1,0,0,3,0.999936,16.666666666666664,16.66666666666665,152.00000000000006,152,1.1904761904761902
illustrative wet,0,0.8,0.4,1,0,0.01,1,0.999877976064,16.66666666666665,16.66666666666665,-16.00487432258064,-16.00487432258063,1.1905452750204442
illustrative wet,0,0.8,0.4,1,0,0.01,1.5,0.999877976064,16.66666666666665,16.66666666666665,25.992688516129057,25.992688516129057,1.1905452750204442
illustrative wet,0,0.8,0.4,1,0,0.01,2,0.999877976064,16.66666666666665,16.66666666666665,67.99025135483872,67.99025135483873,1.1905452750204442
illustrative wet,0,0.8,0.4,1,0,0.01,3,0.999877976064,16.66666666666665,16.66666666666665,151.98537703225813,151.98537703225813,1.1905452750204442
illustrative dry,0,0.8,0.4,1,0,0.01,1,0.999877976064,16.66666666666664,16.66666666666664,-16.00487432258063,-16.00487432258063,1.190545275020444
illustrative dry,0,0.8,0.4,1,0,0.01,1.5,0.999877976064,16.66666666666664,16.66666666666664,25.992688516129036,25.992688516129036,1.190545275020444
illustrative dry,0,0.8,0.4,1,0,0.01,2,0.999877976064,16.66666666666664,16.66666666666664,67.99025135483873,67.99025135483873,1.190545275020444
illustrative dry,0,0.8,0.4,1,0,0.01,3,0.999877976064,16.66666666666664,16.66666666666664,151.98537703225807,151.98537703225807,1.190545275020444
different verifier site,0,0.8,0.4,1,0,0.01,1,0.999877976064,16.66666666666664,16.66666666666664,-16.00487432258062,-16.00487432258063,1.190545275020444
different verifier site,0,0.8,0.4,1,0,0.01,1.5,0.999877976064,16.66666666666664,16.66666666666664,25.992688516129057,25.992688516129036,1.190545275020444
different verifier site,0,0.8,0.4,1,0,0.01,2,0.999877976064,16.66666666666664,16.66666666666664,67.99025135483876,67.99025135483873,1.190545275020444
different verifier site,0,0.8,0.4,1,0,0.01,3,0.999877976064,16.66666666666664,16.66666666666664,151.98537703225813,151.98537703225807,1.190545275020444
illustrative wet,0,0.8,0.4,1,0,0.1,1,0.997484544,16.66666666666665,16.66666666666665,-16.20593548387096,-16.20593548387096,1.19340195009578
illustrative wet,0,0.8,0.4,1,0,0.1,1.5,0.997484544,16.66666666666665,16.66666666666665,25.691096774193568,25.691096774193568,1.19340195009578
illustrative wet,0,0.8,0.4,1,0,0.1,2,0.997484544,16.66666666666665,16.66666666666665,67.58812903225808,67.58812903225808,1.19340195009578
illustrative wet,0,0.8,0.4,1,0,0.1,3,0.997484544,16.66666666666665,16.66666666666665,151.38219354838714,151.38219354838714,1.19340195009578
illustrative dry,0,0.8,0.4,1,0,0.1,1,0.997484544,16.66666666666665,16.66666666666665,-16.20593548387096,-16.20593548387096,1.19340195009578
illustrative dry,0,0.8,0.4,1,0,0.1,1.5,0.997484544,16.66666666666665,16.66666666666665,25.691096774193547,25.691096774193547,1.19340195009578
illustrative dry,0,0.8,0.4,1,0,0.1,2,0.997484544,16.66666666666665,16.66666666666665,67.58812903225808,67.58812903225808,1.19340195009578
illustrative dry,0,0.8,0.4,1,0,0.1,3,0.997484544,16.66666666666665,16.66666666666665,151.38219354838708,151.38219354838708,1.19340195009578
different verifier site,0,0.8,0.4,1,0,0.1,1,0.997484544,16.666666666666664,16.66666666666665,-16.20593548387096,-16.20593548387096,1.19340195009578
different verifier site,0,0.8,0.4,1,0,0.1,1.5,0.997484544,16.666666666666664,16.66666666666665,25.691096774193568,25.691096774193547,1.19340195009578
different verifier site,0,0.8,0.4,1,0,0.1,2,0.997484544,16.666666666666664,16.66666666666665,67.58812903225808,67.58812903225808,1.19340195009578
different verifier site,0,0.8,0.4,1,0,0.1,3,0.997484544,16.666666666666664,16.66666666666665,151.38219354838714,151.38219354838708,1.19340195009578
illustrative wet,0,0.8,0.4,1,0.02,0,1,0.999936,15.000000000000002,15.000000000000014,-14.319999999999988,-14.32,1.1671335200746964
illustrative wet,0,0.8,0.4,1,0.02,0,1.5,0.999936,15.000000000000002,15.000000000000014,28.52000000000001,28.52000000000001,1.1671335200746964
illustrative wet,0,0.8,0.4,1,0.02,0,2,0.999936,15.000000000000002,15.000000000000014,71.36000000000003,71.36,1.1671335200746964
illustrative wet,0,0.8,0.4,1,0.02,0,3,0.999936,15.000000000000002,15.000000000000014,157.04000000000002,157.04000000000002,1.1671335200746964
illustrative dry,0,0.8,0.4,1,0.02,0,1,0.999936,14.99999999999998,14.99999999999998,-14.319999999999988,-14.319999999999988,1.1671335200746964
illustrative dry,0,0.8,0.4,1,0.02,0,1.5,0.999936,14.99999999999998,14.99999999999998,28.52000000000001,28.52000000000001,1.1671335200746964
illustrative dry,0,0.8,0.4,1,0.02,0,2,0.999936,14.99999999999998,14.99999999999998,71.36000000000003,71.36000000000003,1.1671335200746964
illustrative dry,0,0.8,0.4,1,0.02,0,3,0.999936,14.99999999999998,14.99999999999998,157.04000000000002,157.04000000000002,1.1671335200746964
different verifier site,0,0.8,0.4,1,0.02,0,1,0.999936,-35.71428571428572,15.238095238095218,36.80000000000003,-14.559999999999985,0.7309941520467834
different verifier site,0,0.8,0.4,1,0.02,0,1.5,0.999936,-35.71428571428572,15.238095238095218,105.20000000000005,28.160000000000007,0.7309941520467834
different verifier site,0,0.8,0.4,1,0.02,0,2,0.999936,-35.71428571428572,15.238095238095218,173.60000000000008,70.88000000000004,0.7309941520467834
different verifier site,0,0.8,0.4,1,0.02,0,3,0.999936,-35.71428571428572,15.238095238095218,310.4000000000001,156.32000000000002,0.7309941520467834
illustrative wet,0,0.8,0.4,1,0.02,0.01,1,0.999877976064,14.983164983164954,14.983164983164954,-14.308003096774158,-14.308003096774168,1.166970121059643
illustrative wet,0,0.8,0.4,1,0.02,0.01,1.5,0.999877976064,14.983164983164954,14.983164983164954,28.537995354838763,28.537995354838742,1.166970121059643
illustrative wet,0,0.8,0.4,1,0.02,0.01,2,0.999877976064,14.983164983164954,14.983164983164954,71.38399380645168,71.38399380645166,1.166970121059643
illustrative wet,0,0.8,0.4,1,0.02,0.01,3,0.999877976064,14.983164983164954,14.983164983164954,157.0759907096775,157.07599070967748,1.166970121059643
illustrative dry,0,0.8,0.4,1,0.02,0.01,1,0.999877976064,14.983164983164965,14.983164983164965,-14.308003096774192,-14.308003096774192,1.1669701210596433
illustrative dry,0,0.8,0.4,1,0.02,0.01,1.5,0.999877976064,14.983164983164965,14.983164983164965,28.53799535483872,28.53799535483872,1.1669701210596433
illustrative dry,0,0.8,0.4,1,0.02,0.01,2,0.999877976064,14.983164983164965,14.983164983164965,71.38399380645161,71.38399380645161,1.1669701210596433
illustrative dry,0,0.8,0.4,1,0.02,0.01,3,0.999877976064,14.983164983164965,14.983164983164965,157.07599070967743,157.07599070967743,1.1669701210596433
different verifier site,0,0.8,0.4,1,0.02,0.01,1,0.999877976064,-36.243386243386276,15.223665223665206,37.325364202765,-14.550413271889385,0.728197595400854
different verifier site,0,0.8,0.4,1,0.02,0.01,1.5,0.999877976064,-36.243386243386276,15.223665223665206,105.9880463041475,28.17438009216593,0.728197595400854
different verifier site,0,0.8,0.4,1,0.02,0.01,2,0.999877976064,-36.243386243386276,15.223665223665206,174.65072840553,70.89917345622123,0.728197595400854
different verifier site,0,0.8,0.4,1,0.02,0.01,3,0.999877976064,-36.243386243386276,15.223665223665206,311.976092608295,156.34876018433187,0.728197595400854
illustrative wet,0,0.8,0.4,1,0.02,0.1,1,0.997484544,14.814814814814802,14.814814814814813,-14.343845161290314,-14.343845161290325,1.1674584294415238
illustrative wet,0,0.8,0.4,1,0.02,0.1,1.5,0.997484544,14.814814814814802,14.814814814814813,28.484232258064534,28.484232258064534,1.1674584294415238
illustrative wet,0,0.8,0.4,1,0.02,0.1,2,0.997484544,14.814814814814802,14.814814814814813,71.31230967741938,71.31230967741935,1.1674584294415238
illustrative wet,0,0.8,0.4,1,0.02,0.1,3,0.997484544,14.814814814814802,14.814814814814813,156.96846451612907,156.96846451612907,1.1674584294415238
illustrative dry,0,0.8,0.4,1,0.02,0.1,1,0.997484544,14.814814814814792,14.814814814814792,-14.343845161290314,-14.343845161290314,1.1674584294415238
illustrative dry,0,0.8,0.4,1,0.02,0.1,1.5,0.997484544,14.814814814814792,14.814814814814792,28.484232258064512,28.484232258064512,1.1674584294415238
illustrative dry,0,0.8,0.4,1,0.02,0.1,2,0.997484544,14.814814814814792,14.814814814814792,71.31230967741938,71.31230967741938,1.1674584294415238
illustrative dry,0,0.8,0.4,1,0.02,0.1,3,0.997484544,14.814814814814792,14.814814814814792,156.96846451612902,156.96846451612902,1.1674584294415238
different verifier site,0,0.8,0.4,1,0.02,0.1,1,0.997484544,-41.53439153439156,15.07936507936506,42.316903225806456,-14.609858064516136,0.7026572229535901
different verifier site,0,0.8,0.4,1,0.02,0.1,1.5,0.997484544,-41.53439153439156,15.07936507936506,113.47535483870969,28.08521290322581,0.7026572229535901
different verifier site,0,0.8,0.4,1,0.02,0.1,2,0.997484544,-41.53439153439156,15.07936507936506,184.6338064516129,70.78028387096774,0.7026572229535901
different verifier site,0,0.8,0.4,1,0.02,0.1,3,0.997484544,-41.53439153439156,15.07936507936506,326.9507096774194,156.17042580645162,0.7026572229535901
illustrative wet,0,0.8,0.4,1,0.1,0,1,0.999936,8.333333333333337,8.333333333333337,-7.5999999999999845,-7.599999999999996,1.0822510822510822
illustrative wet,0,0.8,0.4,1,0.1,0,1.5,0.999936,8.333333333333337,8.333333333333337,38.60000000000004,38.59999999999999,1.0822510822510822
illustrative wet,0,0.8,0.4,1,0.1,0,2,0.999936,8.333333333333337,8.333333333333337,84.80000000000003,84.80000000000001,1.0822510822510822
illustrative wet,0,0.8,0.4,1,0.1,0,3,0.999936,8.333333333333337,8.333333333333337,177.20000000000007,177.2,1.0822510822510822
illustrative dry,0,0.8,0.4,1,0.1,0,1,0.999936,8.333333333333325,8.333333333333325,-7.599999999999996,-7.599999999999996,1.0822510822510822
illustrative dry,0,0.8,0.4,1,0.1,0,1.5,0.999936,8.333333333333325,8.333333333333325,38.59999999999999,38.59999999999999,1.0822510822510822
illustrative dry,0,0.8,0.4,1,0.1,0,2,0.999936,8.333333333333325,8.333333333333325,84.80000000000001,84.80000000000001,1.0822510822510822
illustrative dry,0,0.8,0.4,1,0.1,0,3,0.999936,8.333333333333325,8.333333333333325,177.2,177.2,1.0822510822510822
different verifier site,0,0.8,0.4,1,0.1,0,1,0.999936,-245.23809523809524,9.5238095238095,248.00000000000009,-8.799999999999986,0.2873563218390804
